Id,Label,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,strongcompnum,modularity_class,stat_inf_class,clustering,eigencentrality
1130,,4,5,9,2.3,2.95,5.25,6,0.310079,0.323312,1123.439138,0.004676,0.006347,0.000199,0,506,0,70,0.2,0.026534
2199,,2,2,4,1.1,1.3,2.4,7,0.278795,0.289948,0,0.001809,0.001859,0.00012,0,506,0,3,1,0.012075
1800,,1,1,2,0.65,0.65,1.3,7,0.263725,0.273972,0,0.000805,0.000783,0.000087,0,506,0,3,0,0.005754
2228,,1,1,2,0.6,0.65,1.25,7,0.263725,0.273972,0,0.000805,0.000783,0.000087,0,506,0,3,0,0.005754
866,,7,9,16,3.95,5.25,9.2,7,0.280191,0.292935,9269.943177,0.001584,0.002025,0.000352,0,506,7,70,0.027778,0.013306
1703,,2,3,5,1.15,1.7,2.85,7,0.269918,0.281113,796.924229,0.001276,0.001174,0.000115,0,506,0,86,0,0.008342
1564,,2,2,4,1.2,1.15,2.35,6,0.292574,0.305115,285.310124,0.003839,0.002142,0.000104,0,506,0,3,0,0.01303
1526,,3,3,6,1.7,1.9,3.6,7,0.278277,0.289579,112.81364,0.002119,0.002037,0.000137,0,506,0,15,0,0.012465
1164,,5,5,10,2.8,2.8,5.6,7,0.286512,0.298555,677.389438,0.002925,0.002875,0.000238,0,506,0,58,0,0.017274
2200,,1,1,2,0.6,0.6,1.2,7,0.263725,0.273972,0,0.000805,0.000783,0.000087,0,506,0,3,0,0.005754
2803,,1,1,2,0.55,0.6,1.15,7,0.263725,0.273972,0,0.000805,0.000783,0.000087,0,506,0,3,0,0.005754
7372,,9,8,17,4.42,4.45,8.87,6,0.310439,0.324086,12331.061432,0.006256,0.005436,0.000405,0,506,0,104,0.097222,0.036753
630,,5,6,11,3.15,3.75,6.9,7,0.27867,0.291216,5076.300563,0.001686,0.001716,0.00026,0,506,0,3,0.2,0.011869
2091,,2,2,4,1.1,1.1,2.2,7,0.273723,0.285369,0,0.001575,0.001373,0.000127,0,506,0,70,1,0.010072
1271,,3,3,6,1.75,1.75,3.5,7,0.283756,0.29555,311.831843,0.002257,0.002331,0.000162,0,506,7,70,0,0.014707
2693,,1,1,2,0.55,0.55,1.1,7,0.263725,0.273972,0,0.000805,0.000783,0.000087,0,506,0,3,0,0.005754
729,,8,10,18,4.55,5.55,10.1,7,0.291323,0.304304,12773.636545,0.002876,0.003991,0.000406,0,506,2,70,0,0.018135
2086,,2,2,4,1.1,1.1,2.2,7,0.273723,0.285369,0,0.001575,0.001373,0.000127,0,506,0,70,1,0.010072
3053,,1,1,2,0.55,0.55,1.1,7,0.263725,0.273972,0,0.000805,0.000783,0.000087,0,506,0,3,0,0.005754
954,,6,10,16,3.4,6,9.4,7,0.297475,0.310798,1549.327311,0.003089,0.005363,0.000253,0,506,0,46,0.177778,0.019297
2961,,1,1,2,0.55,0.55,1.1,7,0.263725,0.273972,0,0.000805,0.000783,0.000087,0,506,0,3,0,0.005754
2690,,1,1,2,0.55,0.55,1.1,7,0.263725,0.273972,0,0.000805,0.000783,0.000087,0,506,0,3,0,0.005754
2118,,2,3,5,1.1,1.7,2.8,7,0.278505,0.290491,59.56759,0.001244,0.001624,0.00012,0,506,0,7,0.666667,0.00842
2758,,1,1,2,0.55,0.55,1.1,7,0.263725,0.273972,0,0.000805,0.000783,0.000087,0,506,0,3,0,0.005754
2097,,2,2,4,1.1,1.1,2.2,7,0.275515,0.286545,99.992537,0.001616,0.001649,0.000121,0,506,7,3,0,0.011097
1477,,4,4,8,2.2,2.2,4.4,7,0.272846,0.283884,7136.13105,0.001867,0.001898,0.00025,0,506,0,75,0,0.01239
2106,,2,2,4,1.1,1.1,2.2,7,0.27162,0.283119,0,0.001327,0.001278,0.000125,0,506,0,3,1,0.009724
2710,,1,1,2,0.55,0.55,1.1,7,0.263725,0.273972,0,0.000805,0.000783,0.000087,0,506,0,3,0,0.005754
294,,5,2,7,3.9,1.1,5,1,1,1,6517,0.002655,0,0.000342,0,232,0,3,0.2,0.016906
2247,,2,0,2,1.1,0,1.1,0,0,0,0,0.002579,0,0.000112,0,238,0,3,0,0.014824
708,,7,24,31,4.1,5.74,9.84,7,0.294529,0.310384,3431.637182,0.007487,0.011672,0.000219,0,506,4,24,0.035,0.035025
3364,,1,1,2,0.55,0.6,1.15,7,0.275272,0.286138,0,0.002806,0.002728,0.000071,0,506,4,52,0,0.012962
1370,,5,5,10,2.75,2.75,5.5,7,0.295202,0.30836,17294.410189,0.007937,0.00713,0.000187,0,506,4,6,0.35,0.034638
1199,,3,4,7,1.8,2.55,4.35,7,0.28464,0.296324,87.529059,0.00325,0.003387,0.000117,0,506,4,38,0,0.015408
1882,,3,3,6,1.65,1.7,3.35,7,0.294321,0.307324,68.504308,0.006045,0.005491,0.000119,0,506,4,18,0.333333,0.02756
551,,5,4,9,3.25,2.6,5.85,7,0.28337,0.295283,130.780387,0.004596,0.00414,0.00016,0,506,4,14,0.15,0.02185
1581,,2,3,5,1.2,1.21,2.41,7,0.275474,0.28665,21.463166,0.003065,0.002962,0.000095,0,506,4,15,0.333333,0.013925
2388,,2,2,4,1.1,1.1,2.2,7,0.283306,0.29446,2.287701,0.003587,0.003512,0.000097,0,506,4,47,0,0.017187
3185,,1,1,2,0.55,0.55,1.1,7,0.275272,0.286138,0,0.002806,0.002728,0.000071,0,506,4,52,0,0.012962
3373,,1,0,1,0.55,0,0.55,0,0,0,0,0.002806,0,0.000071,0,262,4,52,0,0.012962
332,,17,20,37,9.75,10.41,20.16,6,0.317193,0.334988,25141.803161,0.019596,0.018805,0.000629,0,506,3,61,0.132035,0.099952
1042,,1,1,2,0.85,0.85,1.7,7,0.272827,0.282662,0,0.001644,0.001571,0.000074,0,506,2,50,0,0.007983
730,,5,5,10,3.05,3.2,6.25,7,0.286337,0.298308,932.24405,0.002864,0.002612,0.000222,0,506,2,70,0.1,0.01619
1771,,2,1,3,1.15,0.6,1.75,7,0.272827,0.282662,0,0.001991,0.001571,0.000107,0,506,2,12,1,0.010953
7547,,3,2,5,0.47,1.2,1.67,7,0.274787,0.284693,6.151176,0.002977,0.001744,0.000122,0,506,1,62,0.666667,0.014202
1269,,5,5,10,2.75,2.8,5.55,7,0.291459,0.302725,14128.556816,0.004123,0.004265,0.000321,0,506,2,0,0,0.022349
1301,,2,1,3,1.25,0.55,1.8,6,0.290218,0.301428,0,0.005046,0.002485,0.000093,0,506,2,43,1,0.020876
738,,7,7,14,4.05,4.05,8.1,7,0.293606,0.306594,8005.946705,0.005634,0.005875,0.00031,0,506,2,74,0.047619,0.031461
700,,9,9,18,5.1,5,10.1,6,0.306152,0.319166,9920.587011,0.006473,0.006839,0.000341,0,506,6,7,0.033333,0.038775
2759,,1,1,2,0.55,0.55,1.1,7,0.277535,0.288283,0,0.002318,0.002368,0.000077,0,506,2,41,0,0.012068
254,,12,22,34,7.6,13.65,21.25,7,0.300771,0.315539,19974.911473,0.001364,0.004783,0.000498,0,506,7,53,0.064935,0.012385
579,,5,5,10,3.2,3.15,6.35,7,0.285138,0.297245,1483.419137,0.002858,0.00291,0.00024,0,506,7,18,0.05,0.017215
1004,,5,6,11,2.85,3.3,6.15,7,0.289433,0.301897,4123.710287,0.003106,0.003723,0.000233,0,506,1,93,0.066667,0.018231
669,,8,8,16,4.6,4.5,9.1,7,0.297664,0.309939,8277.79505,0.004182,0.003975,0.000343,0,506,1,18,0,0.024227
2520,,1,1,2,0.55,0.55,1.1,7,0.277535,0.288283,0,0.002318,0.002368,0.000077,0,506,2,41,0,0.012068
2486,,1,1,2,0.55,0.55,1.1,7,0.277535,0.288283,0,0.002318,0.002368,0.000077,0,506,2,41,0,0.012068
235,,12,11,23,7.65,7.2,14.85,7,0.304214,0.318088,3802.934983,0.008277,0.008267,0.00042,0,506,1,60,0.066667,0.043354
916,,3,3,6,1.9,1.95,3.85,7,0.26793,0.277642,3281.936027,0.002384,0.001303,0.000167,0,506,2,51,0.083333,0.013169
1297,,3,1,4,1.75,0.55,2.3,8,0.194155,0.198134,2245.261546,0.003584,0.000001,0.000179,0,506,7,51,0.333333,0.020234
1986,,2,0,2,1.1,0,1.1,0,0,0,0,0.003838,0,0.000103,0,283,2,101,1,0.019205
28,,54,44,98,35.65,26.01,61.66,7,0.309926,0.329915,130598.487005,0.011017,0.009104,0.002505,0,506,7,53,0.029293,0.084941
210,,12,12,24,7.9,7.45,15.35,6,0.310413,0.32361,9404.158589,0.008166,0.007641,0.000489,0,506,1,93,0.075758,0.044128
1638,,15,14,29,7.66,8.25,15.91,6,0.307333,0.321479,9804.499609,0.007777,0.006424,0.000555,0,506,1,93,0.0125,0.04155
2317,,1,2,3,0.6,1.2,1.8,6,0.291007,0.302526,37.142748,0.003402,0.002767,0.000069,0,506,5,12,0,0.012893
2239,,1,1,2,0.6,0.6,1.2,6,0.290218,0.301428,0,0.003402,0.002485,0.000069,0,506,0,43,0,0.012893
851,,8,9,17,4.45,5,9.45,6,0.308065,0.321711,4221.540833,0.00724,0.006665,0.000288,0,506,1,37,0.083333,0.037042
1132,,5,5,10,2.8,2.8,5.6,6,0.309618,0.322747,757.182295,0.007433,0.006337,0.000198,0,506,2,86,0.1,0.03565
2310,,2,2,4,1.1,1.1,2.2,6,0.293055,0.304524,18.91921,0.003968,0.003089,0.000098,0,506,7,86,0,0.01623
7555,,3,2,5,0.27,1.1,1.37,6,0.291822,0.303336,24.908224,0.006407,0.003063,0.000112,0,506,0,20,0.666667,0.027233
2171,,2,2,4,1.1,1.55,2.65,6,0.294321,0.306641,60.624777,0.004444,0.003532,0.000105,0,506,2,9,0,0.018966
1258,,4,4,8,2.25,2.25,4.5,6,0.300916,0.313184,784.642396,0.00565,0.004627,0.000173,0,506,7,70,0,0.026074
685,,4,4,8,2.6,2.55,5.15,6,0.297925,0.310057,7042.461333,0.005689,0.005141,0.00022,0,506,1,62,0.333333,0.027433
2159,,2,1,3,1.1,0.55,1.65,6,0.290218,0.301428,33.692077,0.004728,0.002485,0.000099,0,506,0,2,0,0.019986
2817,,1,1,2,0.55,0.55,1.1,6,0.290218,0.301428,0,0.003402,0.002485,0.000069,0,506,0,43,0,0.012893
933,,6,5,11,3.4,2.65,6.05,6,0.296206,0.308273,1527.565777,0.009192,0.003282,0.000219,0,506,2,48,0.142857,0.04242
2773,,1,1,2,0.55,0.55,1.1,6,0.290218,0.301428,0,0.003402,0.002485,0.000069,0,506,0,43,0,0.012893
1278,,4,4,8,2.25,2.25,4.5,6,0.304461,0.3172,742.385233,0.007472,0.006534,0.000178,0,506,3,39,0.166667,0.032871
2638,,1,1,2,0.55,0.55,1.1,6,0.290218,0.301428,0,0.003402,0.002485,0.000069,0,506,0,43,0,0.012893
2079,,2,2,4,1.1,1.1,2.2,6,0.290578,0.301953,0,0.003682,0.002814,0.000111,0,506,2,109,1,0.014624
539,,5,5,10,3.25,3.05,6.3,6,0.294483,0.306232,10324.891415,0.003951,0.002928,0.000213,0,506,2,83,0.05,0.016329
7579,,10,4,14,3.33,2.2,5.53,6,0.306528,0.319158,1492.770846,0.01587,0.005408,0.00031,0,506,0,48,0.222222,0.070917
1113,,2,1,3,1.3,0.55,1.85,7,0.242148,0.250742,48.225014,0.003596,0.000194,0.000109,0,506,0,93,0,0.014428
342,,9,8,17,5.7,4.75,10.45,7,0.255489,0.264904,21543.061403,0.004175,0.00081,0.000573,0,506,1,98,0.027778,0.020148
802,,3,2,5,2,1.1,3.1,7,0.283928,0.297338,22.985873,0.008085,0.004542,0.000123,0,506,4,94,0.333333,0.036456
2651,,1,0,1,0.55,0,0.55,0,0,0,0,0.003402,0,0.000069,0,281,0,43,0,0.012893
2255,,2,1,3,1.1,0.55,1.65,7,0.251696,0.259694,0,0.003989,0.00055,0.0001,0,506,0,106,1,0.015777
940,,7,4,11,3.9,2.2,6.1,7,0.248047,0.257069,7360.863913,0.005032,0.000283,0.000339,0,506,0,75,0,0.023062
1744,,3,0,3,1.65,0,1.65,0,0,0,0,0.004772,0,0.000123,0,86,2,104,0.333333,0.019897
2745,,1,0,1,0.55,0,0.55,0,0,0,0,0.003402,0,0.000069,0,280,0,43,0,0.012893
1138,,4,0,4,2.3,0,2.3,0,0,0,0,0.008506,0,0.000151,0,279,0,26,0.416667,0.03895
1082,,2,1,3,1.3,0.9,2.2,7,0.250468,0.258916,0,0.000825,0.00054,0.000093,0,506,1,49,1,0.00549
440,,6,5,11,3.9,3.75,7.65,6,0.27588,0.287345,2120.547829,0.002519,0.001964,0.00022,0,506,2,98,0.035714,0.01471
1416,,1,1,2,0.7,0.75,1.45,7,0.250485,0.258961,0,0.000367,0.00054,0.000055,0,506,1,49,1,0.001344
129,,17,93,110,11.4,67.5,78.9,6,0.327564,0.352037,127129.024242,0.0074,0.015556,0.000609,0,506,1,49,0.010981,0.041474
844,,4,5,9,2.45,2.95,5.4,7,0.267605,0.278096,7369.787397,0.001371,0.00147,0.000219,0,506,1,65,0,0.009441
932,,1,3,4,0.9,2.05,2.95,6,0.288808,0.300182,3303.21763,0.002315,0.003052,0.000076,0,506,1,49,0,0.012513
1422,,1,1,2,0.7,0.7,1.4,7,0.250485,0.258961,0,0.000367,0.00054,0.000055,0,506,1,49,1,0.001344
770,,4,3,7,2.5,1.8,4.3,6,0.284683,0.295921,180.806181,0.002883,0.002695,0.000169,0,506,1,29,0.5,0.017358
1220,,2,3,5,1.25,1.9,3.15,7,0.258432,0.269511,439.167395,0.000472,0.000854,0.000099,0,506,1,109,0.333333,0.002673
1613,,2,2,4,1.15,1.2,2.35,7,0.25119,0.260024,370.49249,0.000482,0.000612,0.000148,0,506,1,68,0,0.004879
713,,6,5,11,3.55,2.85,6.4,7,0.263595,0.274956,335.511566,0.001718,0.001443,0.000239,0,506,1,61,0.133333,0.012852
167,,24,27,51,14.2,15.55,29.75,6,0.31374,0.332604,26662.097883,0.008778,0.010256,0.000952,0,506,1,89,0.042328,0.06117
847,,3,2,5,1.95,1.2,3.15,7,0.250535,0.259161,186.42934,0.000836,0.000801,0.000219,0,506,1,49,0.333333,0.007212
1400,,2,2,4,1.2,1.2,2.4,7,0.252289,0.26118,48.50687,0.000598,0.001577,0.000195,0,506,1,49,0,0.009541
845,,4,3,7,2.45,1.7,4.15,7,0.269782,0.280725,868.039573,0.00198,0.001486,0.000182,0,506,1,49,0.25,0.011194
908,,3,2,5,1.9,1.15,3.05,7,0.269258,0.279902,24.285469,0.001468,0.001041,0.000122,0,506,1,49,0.333333,0.008709
1911,,1,1,2,0.6,0.6,1.2,7,0.250468,0.258916,0,0.000458,0.00054,0.000088,0,506,1,49,0,0.004145
1226,,4,4,8,2.25,2.25,4.5,6,0.281729,0.293181,7185.801594,0.002384,0.002443,0.00025,0,506,1,49,0.166667,0.015101
2443,,1,2,3,0.55,1.1,1.65,6,0.28192,0.293924,128.762857,0.000458,0.002988,0.000088,0,506,5,49,0,0.004145
2447,,1,1,2,0.55,0.55,1.1,7,0.250468,0.258916,0,0.000458,0.00054,0.000088,0,506,1,49,0,0.004145
1402,,4,4,8,2.2,2.2,4.4,7,0.262745,0.273323,3444.440007,0.000991,0.000815,0.000234,0,506,1,98,0,0.009283
1080,,2,1,3,1.3,0.55,1.85,7,0.250468,0.258916,0,0.000825,0.00054,0.000093,0,506,1,49,1,0.00549
1601,,3,3,6,1.65,1.65,3.3,6,0.262781,0.272823,632.1794,0.001118,0.001144,0.000218,0,506,1,58,0.166667,0.008172
2438,,1,1,2,0.55,0.55,1.1,7,0.250468,0.258916,0,0.000458,0.00054,0.000088,0,506,1,49,0,0.004145
1131,,3,2,5,1.8,1.1,2.9,7,0.268795,0.278474,1030.73717,0.001514,0.001094,0.000193,0,506,1,29,0.333333,0.010441
843,,2,0,2,1.45,0,1.45,0,0,0,0,0.000825,0,0.000093,0,278,1,49,1,0.00549
2441,,1,0,1,0.55,0,0.55,0,0,0,0,0.000458,0,0.000088,0,277,1,49,0,0.004145
1919,,2,1,3,1.1,0.55,1.65,6,0.277597,0.287577,0,0.002317,0.00184,0.000117,0,506,1,49,1,0.014248
485,,10,10,20,5.85,5.6,11.45,6,0.314372,0.327889,6370.205112,0.012641,0.011591,0.000342,0,506,2,12,0.072727,0.06666
3147,,1,1,2,0.55,0.55,1.1,6,0.280317,0.291117,0,0.003073,0.00298,0.00007,0,506,2,31,0,0.01419
143,,24,25,49,14.6,14.21,28.81,6,0.312667,0.330335,36699.790674,0.01714,0.018649,0.000886,0,506,2,1,0.053846,0.088478
643,,9,8,17,5.15,4.55,9.7,6,0.30756,0.321284,7354.226497,0.013923,0.010495,0.000294,0,506,4,66,0.236111,0.062187
7548,,3,1,4,0.47,0.55,1.02,7,0.274224,0.285208,0,0.008705,0.002413,0.000116,0,506,2,10,1,0.040561
1165,,3,3,6,1.8,2,3.8,6,0.289187,0.303861,3.308437,0.00793,0.007486,0.000127,0,506,4,103,0.833333,0.038328
1787,,2,1,3,1.15,0.6,1.75,7,0.274224,0.285208,0,0.00335,0.002413,0.000097,0,506,2,59,1,0.016088
663,,9,10,19,5.1,6,11.1,6,0.300529,0.313838,15183.180559,0.005095,0.005304,0.000427,0,506,1,98,0.022222,0.030974
1792,,3,3,6,1.65,1.65,3.3,7,0.282281,0.294483,48.224944,0.004506,0.004197,0.000117,0,506,4,85,0,0.021536
3082,,1,1,2,0.55,0.55,1.1,7,0.274224,0.285208,0,0.002614,0.002413,0.000076,0,506,2,31,0,0.012525
813,,11,15,26,6,7.81,13.81,6,0.317569,0.335024,1685.803098,0.014525,0.019669,0.000314,0,506,4,27,0.247619,0.071173
7553,,9,9,18,3.38,3.92,7.3,6,0.298471,0.311756,1197.160851,0.006349,0.008884,0.000272,0,506,2,105,0.136364,0.030376
2980,,1,1,2,0.55,0.55,1.1,7,0.274224,0.285208,0,0.002614,0.002413,0.000076,0,506,2,31,0,0.012525
1764,,3,3,6,1.65,1.65,3.3,7,0.291732,0.303187,7002,0.003883,0.003504,0.000189,0,506,2,14,0.333333,0.018917
2196,,2,2,4,1.1,1.1,2.2,7,0.279564,0.291854,36.197758,0.003656,0.00346,0.000112,0,506,2,9,0,0.018598
1032,,8,6,14,4.35,3.35,7.7,6,0.298233,0.311912,2207.960038,0.011169,0.005888,0.000295,0,506,4,94,0.125,0.045274
3071,,1,0,1,0.55,0,0.55,0,0,0,0,0.002614,0,0.000076,0,414,2,31,0,0.012525
1155,,3,0,3,1.8,0,1.8,0,0,0,0,0.003198,0,0.000145,0,85,2,94,0.166667,0.017283
6257,,0,1,1,0,0.7,0.7,7,0.279368,0.290962,0,0,0.003463,0.00005,0,512,2,24,0,0
1294,,2,2,4,1.25,1.3,2.55,7,0.279439,0.291218,32.24578,0.003394,0.003789,0.000125,0,506,2,28,0.5,0.018523
3304,,1,1,2,0.55,0.55,1.1,7,0.279335,0.290906,0,0.003267,0.003463,0.000075,0,506,2,24,0,0.016686
1876,,2,2,4,1.15,1.15,2.3,7,0.281264,0.293593,0,0.003981,0.004206,0.000102,0,506,4,6,1,0.020657
2372,,2,2,4,1.1,1.1,2.2,6,0.283993,0.296597,4.685749,0.005024,0.005014,0.000097,0,506,4,90,0.5,0.024485
2650,,1,1,2,0.55,0.55,1.1,7,0.279335,0.290906,0,0.003267,0.003463,0.000075,0,506,2,24,0,0.016686
1568,,4,5,9,2.2,1.67,3.87,7,0.299209,0.312871,92.194177,0.006659,0.00801,0.000137,0,506,5,25,0.1,0.032397
7443,,2,4,6,0.56,2.4,2.96,7,0.291663,0.304117,54.367383,0.001476,0.005041,0.000101,0,506,4,2,0,0.007883
1946,,2,3,5,1.1,1.65,2.75,7,0.286534,0.298895,107.211862,0.000544,0.004366,0.000128,0,506,2,54,0.333333,0.005438
505,,12,13,25,6.8,7.35,14.15,7,0.308446,0.322928,10509.308243,0.00683,0.007318,0.000506,0,506,1,99,0.044872,0.040929
1711,,3,3,6,1.65,1.7,3.35,7,0.283606,0.295617,325.614553,0.004183,0.004346,0.000136,0,506,2,70,0.333333,0.021749
1021,,5,5,10,2.85,2.75,5.6,6,0.289053,0.301841,5258.053878,0.004969,0.005162,0.000281,0,506,2,13,0.15,0.027112
760,,2,1,3,1.55,0.9,2.45,1,1,1,3258,0.003269,0,0.000421,0,291,2,32,0,0.01696
1035,,5,2,7,2.85,1.1,3.95,7,0.245303,0.252021,64.717608,0.004044,0.00073,0.000266,0,506,4,66,0,0.022568
1501,,3,2,5,1.7,1.1,2.8,7,0.267719,0.27791,82.886527,0.004403,0.001072,0.000139,0,506,2,13,0,0.02288
816,,3,0,3,2.01,0,2.01,0,0,0,0,0.007896,0,0.000129,0,40,4,36,0.666667,0.040118
6736,,0,1,1,0,0.65,0.65,7,0.260985,0.271345,0,0,0.0019,0.00005,0,513,4,100,0,0
2387,,2,3,5,1.1,1.75,2.85,7,0.273823,0.285814,46.506922,0.001397,0.003358,0.000109,0,506,4,85,0,0.007621
2418,,2,2,4,1.1,1.1,2.2,7,0.275941,0.28677,0,0.002559,0.002641,0.000114,0,506,4,100,1,0.013512
6667,,0,1,1,0,0.55,0.55,7,0.260985,0.271345,0,0,0.0019,0.00005,0,514,4,100,0,0
6317,,0,1,1,0,0.55,0.55,7,0.260985,0.271345,0,0,0.0019,0.00005,0,515,4,100,0,0
3074,,1,1,2,0.55,0.55,1.1,7,0.260988,0.27135,0,0.001166,0.0019,0.000073,0,506,4,85,0.5,0.006262
6290,,0,1,1,0,0.55,0.55,7,0.260985,0.271345,0,0,0.0019,0.00005,0,516,4,100,0,0
6131,,0,1,1,0,0.55,0.55,7,0.260985,0.271345,0,0,0.0019,0.00005,0,517,4,100,0,0
3166,,1,2,3,0.55,1.1,1.65,7,0.266614,0.277497,0,0.000916,0.002819,0.000078,0,506,4,56,1,0.004742
195,,11,9,20,7.5,6.2,13.7,7,0.267643,0.279455,11556.190161,0.001327,0.001383,0.000598,0,506,7,53,0.127273,0.014417
726,,2,4,6,1.55,4,5.55,7,0.255489,0.266369,7049.184822,0.000215,0.001001,0.000171,0,506,7,98,0.166667,0.003073
1455,,2,2,4,1.2,1.65,2.85,7,0.252018,0.262375,0,0.000644,0.000935,0.000145,0,506,7,53,1,0.008209
2602,,1,1,2,0.55,0.75,1.3,8,0.236613,0.244506,0,0.000215,0.00026,0.000098,0,506,7,53,0,0.002804
1674,,1,2,3,0.65,1.3,1.95,8,0.237513,0.245507,0,0.000215,0.000294,0.000098,0,506,7,53,1,0.002804
275,,13,11,24,8,6.5,14.5,7,0.241244,0.251318,22014.318957,0.001179,0.000383,0.000687,0,506,7,53,0.043956,0.014478
2028,,1,1,2,0.6,0.65,1.25,8,0.236613,0.244506,0,0.000215,0.00026,0.000098,0,506,7,53,0,0.002804
2022,,1,1,2,0.6,0.65,1.25,8,0.236613,0.244506,0,0.000215,0.00026,0.000098,0,506,7,53,0,0.002804
7561,,4,4,8,0.63,2.65,3.28,7,0.243628,0.252945,961.887955,0.000334,0.000427,0.000233,0,506,1,18,0,0.004887
1255,,3,2,5,1.75,1.15,2.9,7,0.252035,0.261192,54.811447,0.000797,0.000713,0.000168,0,506,7,93,0.333333,0.007422
671,,7,8,15,4.1,4.75,8.85,7,0.266501,0.277273,7292.881866,0.000992,0.001415,0.000376,0,506,7,51,0,0.008416
2064,,2,2,4,1.1,1.1,2.2,8,0.244982,0.252948,64.683192,0.000328,0.000292,0.000117,0,506,7,53,0.5,0.003485
677,,6,7,13,3.6,4.25,7.85,7,0.259902,0.271309,3233.949934,0.000445,0.000588,0.000296,0,506,7,51,0.017857,0.004286
322,,8,10,18,5.25,6.35,11.6,6,0.288209,0.30246,7440.707737,0.002159,0.00184,0.0003,0,506,7,54,0.044444,0.011639
1120,,5,6,11,2.8,3.35,6.15,7,0.272034,0.283954,946.470507,0.001073,0.001086,0.000222,0,506,7,53,0.071429,0.00754
2620,,1,1,2,0.55,0.55,1.1,8,0.236643,0.244573,0,0.000113,0.00026,0.000069,0,506,7,53,0.5,0.000681
931,,5,5,10,2.9,3.15,6.05,7,0.27735,0.28951,648.011484,0.002054,0.002217,0.000244,0,506,1,18,0.2,0.015853
857,,7,7,14,3.95,3.9,7.85,6,0.289634,0.303821,2568.102971,0.004953,0.005375,0.000301,0,506,7,93,0.107143,0.029622
670,,7,5,12,4.1,2.75,6.85,7,0.268391,0.28028,1213.545659,0.002182,0.001842,0.000316,0,506,1,93,0.214286,0.019958
1237,,3,4,7,1.75,2.25,4,7,0.258396,0.269667,1130.304506,0.000579,0.001236,0.000196,0,506,7,68,0.166667,0.007912
2604,,1,1,2,0.55,0.55,1.1,8,0.236613,0.244506,0,0.000215,0.00026,0.000098,0,506,7,53,0,0.002804
1449,,4,4,8,2.2,2.2,4.4,7,0.284445,0.296039,935.173559,0.002936,0.003343,0.000209,0,506,2,89,0.083333,0.019388
2029,,2,2,4,1.1,1.1,2.2,7,0.242603,0.251184,371.735093,0.000295,0.000353,0.000143,0,506,7,93,0,0.003748
675,,7,5,12,4.1,3.05,7.15,7,0.260643,0.271571,1136.061058,0.00142,0.00147,0.000358,0,506,7,53,0.261905,0.015947
2585,,1,1,2,0.55,0.55,1.1,8,0.236613,0.244506,0,0.000215,0.00026,0.000098,0,506,7,53,0,0.002804
514,,10,10,20,5.8,5.75,11.55,7,0.271168,0.283073,20030.859541,0.002009,0.001186,0.00054,0,506,1,98,0.018182,0.016258
1007,,3,3,6,1.85,1.85,3.7,7,0.24412,0.253181,10730.963003,0.00029,0.000335,0.000237,0,506,11,75,0,0.004013
2385,,1,1,2,0.6,0.65,1.25,7,0.275151,0.285634,0,0.001933,0.002748,0.000081,0,506,4,55,0,0.012837
1188,,3,3,6,1.8,1.85,3.65,7,0.27838,0.289557,97.453752,0.002232,0.003146,0.000151,0,506,3,39,0,0.015296
3264,,1,1,2,0.55,0.55,1.1,7,0.275151,0.285634,0,0.001933,0.002748,0.000081,0,506,4,55,0,0.012837
7426,,3,2,5,1.11,1.1,2.21,7,0.275434,0.286092,9.217659,0.004516,0.002895,0.000133,0,506,4,61,0.666667,0.025168
960,,8,8,16,4.4,4.4,8.8,7,0.309797,0.32436,1823.156325,0.010309,0.010522,0.000265,0,506,0,3,0.214286,0.052933
1149,,6,6,12,3.3,3.3,6.6,7,0.296487,0.308672,296.019763,0.006519,0.007452,0.000232,0,506,4,38,0,0.03822
1517,,6,6,12,3.2,3.5,6.7,7,0.306829,0.321807,733.010764,0.010976,0.010046,0.000216,0,506,4,58,0.233333,0.051086
2256,,1,1,2,0.6,0.6,1.2,7,0.281666,0.29304,0,0.002968,0.002019,0.000068,0,506,4,79,0,0.010217
3191,,1,1,2,0.55,0.55,1.1,7,0.281666,0.29304,0,0.002968,0.002019,0.000068,0,506,4,79,0,0.010217
3164,,1,1,2,0.55,0.55,1.1,7,0.281666,0.29304,0,0.002968,0.002019,0.000068,0,506,4,79,0,0.010217
1552,,2,2,4,1.2,1.1,2.3,7,0.282878,0.294481,0,0.003258,0.002341,0.000103,0,506,4,29,1,0.012013
1540,,3,3,6,1.7,1.7,3.4,6,0.284381,0.296099,152.152944,0.003591,0.002675,0.000131,0,506,4,56,0,0.014166
3100,,1,1,2,0.55,0.55,1.1,7,0.281666,0.29304,0,0.002968,0.002019,0.000068,0,506,4,79,0,0.010217
3080,,1,1,2,0.55,0.55,1.1,7,0.281666,0.29304,0,0.002968,0.002019,0.000068,0,506,4,79,0,0.010217
2970,,1,1,2,0.55,0.55,1.1,7,0.281666,0.29304,0,0.002968,0.002019,0.000068,0,506,4,79,0,0.010217
2972,,1,2,3,0.55,1.15,1.7,7,0.281687,0.293173,0,0.002968,0.004027,0.000068,0,506,4,79,0.5,0.010217
